customer_id,monetary,engagement_days,m_score,e_score,segment
3318,67,90.0,2,2,Regular
3319,46,30.0,2,2,Regular
3320,31,90.0,1,2,Regular
3321,44,90.0,1,2,Regular
3322,100,365.0,3,1,At Risk
3323,92,7.0,3,3,High Value
3324,78,30.0,3,2,Regular
3325,32,7.0,1,3,Regular
3326,97,30.0,3,2,Regular
3327,95,365.0,3,1,At Risk
3328,64,90.0,2,2,Regular
3329,35,14.0,1,3,Regular
3330,54,14.0,2,3,Regular
3331,96,90.0,3,2,Regular
3332,58,90.0,2,2,Regular
3333,23,14.0,1,3,Regular
3334,35,30.0,1,2,Regular
3335,23,365.0,1,1,At Risk
3336,94,90.0,3,2,Regular
3337,45,365.0,1,1,At Risk
3338,23,14.0,1,3,Regular
3339,94,30.0,3,2,Regular
3340,99,14.0,3,3,High Value
3341,36,14.0,1,3,Regular
3342,50,30.0,2,2,Regular
3343,81,7.0,3,3,High Value
3344,31,14.0,1,3,Regular
3345,48,365.0,2,1,At Risk
3346,91,14.0,3,3,High Value
3347,99,90.0,3,2,Regular
3348,70,14.0,2,3,Regular
3349,74,90.0,3,2,Regular
3350,79,90.0,3,2,Regular
3351,33,14.0,1,3,Regular
3352,49,14.0,2,3,Regular
3353,96,14.0,3,3,High Value
3354,66,90.0,2,2,Regular
3355,45,7.0,1,3,Regular
3356,28,14.0,1,3,Regular
3357,48,14.0,2,3,Regular
3358,67,30.0,2,2,Regular
3359,59,365.0,2,1,At Risk
3360,74,30.0,3,2,Regular
3361,81,90.0,3,2,Regular
3362,26,14.0,1,3,Regular
3363,61,14.0,2,3,Regular
3364,23,14.0,1,3,Regular
3365,33,30.0,1,2,Regular
3366,58,90.0,2,2,Regular
3367,65,90.0,2,2,Regular
3368,48,14.0,2,3,Regular
3369,25,90.0,1,2,Regular
3370,51,30.0,2,2,Regular
3371,31,14.0,1,3,Regular
3372,99,365.0,3,1,At Risk
3373,25,90.0,1,2,Regular
3374,52,90.0,2,2,Regular
3375,47,365.0,2,1,At Risk
3376,98,365.0,3,1,At Risk
3377,46,90.0,2,2,Regular
3378,32,14.0,1,3,Regular
3379,75,90.0,3,2,Regular
3380,51,7.0,2,3,Regular
3381,52,90.0,2,2,Regular
3382,66,90.0,2,2,Regular
3383,35,7.0,1,3,Regular
3384,43,14.0,1,3,Regular
3385,24,90.0,1,2,Regular
3386,83,90.0,3,2,Regular
3387,62,90.0,2,2,Regular
3388,78,14.0,3,3,High Value
3389,61,7.0,2,3,Regular
3390,57,365.0,2,1,At Risk
3391,70,365.0,2,1,At Risk
3392,57,90.0,2,2,Regular
3393,74,14.0,3,3,High Value
3394,90,30.0,3,2,Regular
3395,98,365.0,3,1,At Risk
3396,43,90.0,1,2,Regular
3397,37,90.0,1,2,Regular
3398,38,14.0,1,3,Regular
3399,60,14.0,2,3,Regular
3400,55,365.0,2,1,At Risk
3401,51,14.0,2,3,Regular
3402,71,7.0,2,3,Regular
3403,61,90.0,2,2,Regular
3404,65,14.0,2,3,Regular
3405,34,365.0,1,1,At Risk
3406,87,14.0,3,3,High Value
3407,79,90.0,3,2,Regular
3408,46,90.0,2,2,Regular
3409,72,365.0,2,1,At Risk
3410,93,90.0,3,2,Regular
3411,76,14.0,3,3,High Value
3412,56,7.0,2,3,Regular
3413,83,90.0,3,2,Regular
3414,90,14.0,3,3,High Value
3415,94,90.0,3,2,Regular
3416,68,365.0,2,1,At Risk
3417,53,90.0,2,2,Regular
3418,35,14.0,1,3,Regular
3419,30,365.0,1,1,At Risk
3420,26,14.0,1,3,Regular
3421,60,14.0,2,3,Regular
3422,30,7.0,1,3,Regular
3423,91,30.0,3,2,Regular
3424,71,14.0,2,3,Regular
3425,64,30.0,2,2,Regular
3426,54,14.0,2,3,Regular
3427,35,365.0,1,1,At Risk
3428,38,365.0,1,1,At Risk
3429,69,30.0,2,2,Regular
3430,96,7.0,3,3,High Value
3431,73,90.0,2,2,Regular
3432,49,365.0,2,1,At Risk
3433,44,90.0,1,2,Regular
3434,93,365.0,3,1,At Risk
3435,72,14.0,2,3,Regular
3436,91,14.0,3,3,High Value
3437,83,30.0,3,2,Regular
3438,62,365.0,2,1,At Risk
3439,71,30.0,2,2,Regular
3440,93,90.0,3,2,Regular
3441,63,7.0,2,3,Regular
3442,96,365.0,3,1,At Risk
3443,78,7.0,3,3,High Value
3444,24,14.0,1,3,Regular
3445,63,14.0,2,3,Regular
3446,58,365.0,2,1,At Risk
3447,55,7.0,2,3,Regular
3448,58,14.0,2,3,Regular
3449,28,14.0,1,3,Regular
3450,37,30.0,1,2,Regular
3451,78,30.0,3,2,Regular
3452,73,365.0,2,1,At Risk
3453,20,14.0,1,3,Regular
3454,60,14.0,2,3,Regular
3455,71,14.0,2,3,Regular
3456,89,365.0,3,1,At Risk
3457,53,30.0,2,2,Regular
3458,87,14.0,3,3,High Value
3459,37,90.0,1,2,Regular
3460,37,365.0,1,1,At Risk
3461,78,14.0,3,3,High Value
3462,23,90.0,1,2,Regular
3463,73,90.0,2,2,Regular
3464,27,14.0,1,3,Regular
3465,59,365.0,2,1,At Risk
3466,53,7.0,2,3,Regular
3467,42,365.0,1,1,At Risk
3468,45,365.0,1,1,At Risk
3469,89,90.0,3,2,Regular
3470,85,365.0,3,1,At Risk
3471,69,14.0,2,3,Regular
3472,66,14.0,2,3,Regular
3473,42,7.0,1,3,Regular
3474,40,7.0,1,3,Regular
3475,82,30.0,3,2,Regular
3476,88,90.0,3,2,Regular
3477,99,7.0,3,3,High Value
3478,85,14.0,3,3,High Value
3479,57,90.0,2,2,Regular
3480,56,30.0,2,2,Regular
3481,79,30.0,3,2,Regular
3482,67,14.0,2,3,Regular
3483,61,7.0,2,3,Regular
3484,37,90.0,1,2,Regular
3485,75,14.0,3,3,High Value
3486,21,14.0,1,3,Regular
3487,89,7.0,3,3,High Value
3488,24,365.0,1,1,At Risk
3489,27,90.0,1,2,Regular
3490,26,90.0,1,2,Regular
3491,82,90.0,3,2,Regular
3492,28,30.0,1,2,Regular
3493,65,365.0,2,1,At Risk
3494,82,7.0,3,3,High Value
3495,38,90.0,1,2,Regular
3496,33,7.0,1,3,Regular
3497,38,30.0,1,2,Regular
3498,48,90.0,2,2,Regular
3499,35,14.0,1,3,Regular
3500,29,90.0,1,2,Regular
3501,48,14.0,2,3,Regular
3502,87,7.0,3,3,High Value
3503,62,90.0,2,2,Regular
3504,96,7.0,3,3,High Value
3505,41,30.0,1,2,Regular
3506,42,90.0,1,2,Regular
3507,57,14.0,2,3,Regular
3508,65,90.0,2,2,Regular
3509,54,7.0,2,3,Regular
3510,22,14.0,1,3,Regular
3511,96,30.0,3,2,Regular
3512,81,90.0,3,2,Regular
3513,46,90.0,2,2,Regular
3514,74,14.0,3,3,High Value
3515,50,30.0,2,2,Regular
3516,80,14.0,3,3,High Value
3517,56,14.0,2,3,Regular
3518,69,90.0,2,2,Regular
3519,97,90.0,3,2,Regular
3520,66,14.0,2,3,Regular
3521,70,30.0,2,2,Regular
3522,50,7.0,2,3,Regular
3523,85,90.0,3,2,Regular
3524,59,14.0,2,3,Regular
3525,74,30.0,3,2,Regular
3526,38,365.0,1,1,At Risk
3527,99,90.0,3,2,Regular
3528,97,7.0,3,3,High Value
3529,67,365.0,2,1,At Risk
3530,20,7.0,1,3,Regular
3531,45,7.0,1,3,Regular
3532,52,90.0,2,2,Regular
3533,68,365.0,2,1,At Risk
3534,98,14.0,3,3,High Value
3535,83,7.0,3,3,High Value
3536,51,30.0,2,2,Regular
3537,21,30.0,1,2,Regular
3538,92,90.0,3,2,Regular
3539,63,30.0,2,2,Regular
3540,56,14.0,2,3,Regular
3541,95,7.0,3,3,High Value
3542,66,365.0,2,1,At Risk
3543,28,7.0,1,3,Regular
3544,83,90.0,3,2,Regular
3545,55,90.0,2,2,Regular
3546,28,365.0,1,1,At Risk
3547,79,14.0,3,3,High Value
3548,31,365.0,1,1,At Risk
3549,37,14.0,1,3,Regular
3550,34,14.0,1,3,Regular
3551,74,7.0,3,3,High Value
3552,31,7.0,1,3,Regular
3553,66,90.0,2,2,Regular
3554,99,7.0,3,3,High Value
3555,55,14.0,2,3,Regular
3556,23,90.0,1,2,Regular
3557,88,14.0,3,3,High Value
3558,26,90.0,1,2,Regular
3559,94,90.0,3,2,Regular
3560,25,90.0,1,2,Regular
3561,96,365.0,3,1,At Risk
3562,29,14.0,1,3,Regular
3563,36,7.0,1,3,Regular
3564,90,90.0,3,2,Regular
3565,38,365.0,1,1,At Risk
3566,52,30.0,2,2,Regular
3567,88,30.0,3,2,Regular
3568,56,30.0,2,2,Regular
3569,71,90.0,2,2,Regular
3570,94,14.0,3,3,High Value
3571,97,365.0,3,1,At Risk
3572,27,90.0,1,2,Regular
3573,28,30.0,1,2,Regular
3574,67,30.0,2,2,Regular
3575,70,90.0,2,2,Regular
3576,95,14.0,3,3,High Value
3577,24,14.0,1,3,Regular
3578,35,7.0,1,3,Regular
3579,22,90.0,1,2,Regular
3580,66,90.0,2,2,Regular
3581,83,14.0,3,3,High Value
3582,95,7.0,3,3,High Value
3583,41,365.0,1,1,At Risk
3584,77,90.0,3,2,Regular
3585,52,30.0,2,2,Regular
3586,41,14.0,1,3,Regular
3587,28,14.0,1,3,Regular
3588,90,365.0,3,1,At Risk
3589,55,365.0,2,1,At Risk
3590,73,90.0,2,2,Regular
3591,87,90.0,3,2,Regular
3592,89,90.0,3,2,Regular
3593,82,14.0,3,3,High Value
3594,80,30.0,3,2,Regular
3595,87,90.0,3,2,Regular
3596,41,365.0,1,1,At Risk
3597,83,14.0,3,3,High Value
3598,71,90.0,2,2,Regular
3599,76,14.0,3,3,High Value
3600,34,7.0,1,3,Regular
3601,81,14.0,3,3,High Value
3602,47,30.0,2,2,Regular
3603,36,90.0,1,2,Regular
3604,51,7.0,2,3,Regular
3605,86,365.0,3,1,At Risk
3606,41,90.0,1,2,Regular
3607,90,365.0,3,1,At Risk
3608,93,14.0,3,3,High Value
3609,56,90.0,2,2,Regular
3610,39,30.0,1,2,Regular
3611,86,14.0,3,3,High Value
3612,82,365.0,3,1,At Risk
3613,29,90.0,1,2,Regular
3614,27,365.0,1,1,At Risk
3615,25,365.0,1,1,At Risk
3616,31,30.0,1,2,Regular
3617,23,14.0,1,3,Regular
3618,47,30.0,2,2,Regular
3619,67,14.0,2,3,Regular
3620,75,7.0,3,3,High Value
3621,82,14.0,3,3,High Value
3622,32,14.0,1,3,Regular
3623,41,365.0,1,1,At Risk
3624,89,7.0,3,3,High Value
3625,82,14.0,3,3,High Value
3626,99,7.0,3,3,High Value
3627,98,90.0,3,2,Regular
3628,54,90.0,2,2,Regular
3629,88,30.0,3,2,Regular
3630,43,14.0,1,3,Regular
3631,73,7.0,2,3,Regular
3632,50,30.0,2,2,Regular
3633,73,90.0,2,2,Regular
3634,51,14.0,2,3,Regular
3635,22,365.0,1,1,At Risk
3636,32,14.0,1,3,Regular
3637,38,7.0,1,3,Regular
3638,66,14.0,2,3,Regular
3639,20,14.0,1,3,Regular
3640,44,365.0,1,1,At Risk
3641,31,30.0,1,2,Regular
3642,45,90.0,1,2,Regular
3643,71,365.0,2,1,At Risk
3644,96,365.0,3,1,At Risk
3645,32,7.0,1,3,Regular
3646,90,90.0,3,2,Regular
3647,68,14.0,2,3,Regular
3648,45,7.0,1,3,Regular
3649,67,14.0,2,3,Regular
3650,57,14.0,2,3,Regular
3651,60,365.0,2,1,At Risk
3652,32,90.0,1,2,Regular
3653,29,30.0,1,2,Regular
3654,20,14.0,1,3,Regular
3655,98,365.0,3,1,At Risk
3656,27,14.0,1,3,Regular
3657,67,30.0,2,2,Regular
3658,82,90.0,3,2,Regular
3659,72,14.0,2,3,Regular
3660,77,365.0,3,1,At Risk
3661,74,14.0,3,3,High Value
3662,39,14.0,1,3,Regular
3663,80,7.0,3,3,High Value
3664,59,7.0,2,3,Regular
3665,68,14.0,2,3,Regular
3666,77,90.0,3,2,Regular
3667,50,90.0,2,2,Regular
3668,45,30.0,1,2,Regular
3669,71,365.0,2,1,At Risk
3670,52,90.0,2,2,Regular
3671,50,90.0,2,2,Regular
3672,66,90.0,2,2,Regular
3673,81,30.0,3,2,Regular
3674,28,14.0,1,3,Regular
3675,65,14.0,2,3,Regular
3676,80,30.0,3,2,Regular
3677,94,30.0,3,2,Regular
3678,30,365.0,1,1,At Risk
3679,45,14.0,1,3,Regular
3680,91,14.0,3,3,High Value
3681,36,90.0,1,2,Regular
3682,73,30.0,2,2,Regular
3683,60,14.0,2,3,Regular
3684,77,14.0,3,3,High Value
3685,86,14.0,3,3,High Value
3686,42,14.0,1,3,Regular
3687,70,14.0,2,3,Regular
3688,44,90.0,1,2,Regular
3689,91,30.0,3,2,Regular
3690,30,90.0,1,2,Regular
3691,23,14.0,1,3,Regular
3692,21,7.0,1,3,Regular
3693,34,14.0,1,3,Regular
3694,46,7.0,2,3,Regular
3695,41,14.0,1,3,Regular
3696,33,14.0,1,3,Regular
3697,48,365.0,2,1,At Risk
3698,66,7.0,2,3,Regular
3699,54,365.0,2,1,At Risk
3700,55,7.0,2,3,Regular
3701,84,90.0,3,2,Regular
3702,66,365.0,2,1,At Risk
3703,65,7.0,2,3,Regular
3704,83,90.0,3,2,Regular
3705,61,90.0,2,2,Regular
3706,65,365.0,2,1,At Risk
3707,55,14.0,2,3,Regular
3708,79,7.0,3,3,High Value
3709,96,30.0,3,2,Regular
3710,43,90.0,1,2,Regular
3711,40,14.0,1,3,Regular
3712,62,365.0,2,1,At Risk
3713,72,90.0,2,2,Regular
3714,87,90.0,3,2,Regular
3715,31,7.0,1,3,Regular
3716,34,30.0,1,2,Regular
3717,53,90.0,2,2,Regular
3718,85,90.0,3,2,Regular
3719,50,14.0,2,3,Regular
3720,91,90.0,3,2,Regular
3721,56,90.0,2,2,Regular
3722,60,365.0,2,1,At Risk
3723,34,14.0,1,3,Regular
3724,30,30.0,1,2,Regular
3725,71,365.0,2,1,At Risk
3726,100,365.0,3,1,At Risk
3727,85,90.0,3,2,Regular
3728,83,14.0,3,3,High Value
3729,31,365.0,1,1,At Risk
3730,82,90.0,3,2,Regular
3731,79,14.0,3,3,High Value
3732,62,90.0,2,2,Regular
3733,92,365.0,3,1,At Risk
3734,58,90.0,2,2,Regular
3735,88,90.0,3,2,Regular
3736,44,365.0,1,1,At Risk
3737,56,90.0,2,2,Regular
3738,23,14.0,1,3,Regular
3739,45,14.0,1,3,Regular
3740,31,7.0,1,3,Regular
3741,96,14.0,3,3,High Value
3742,96,14.0,3,3,High Value
3743,80,14.0,3,3,High Value
3744,28,90.0,1,2,Regular
3745,51,14.0,2,3,Regular
3746,41,30.0,1,2,Regular
3747,99,30.0,3,2,Regular
3748,53,14.0,2,3,Regular
3749,25,365.0,1,1,At Risk
3750,95,90.0,3,2,Regular
3751,88,30.0,3,2,Regular
3752,97,90.0,3,2,Regular
3753,81,7.0,3,3,High Value
3754,26,14.0,1,3,Regular
3755,41,90.0,1,2,Regular
3756,93,30.0,3,2,Regular
3757,69,14.0,2,3,Regular
3758,44,7.0,1,3,Regular
3759,54,90.0,2,2,Regular
3760,61,90.0,2,2,Regular
3761,80,7.0,3,3,High Value
3762,30,90.0,1,2,Regular
3763,94,365.0,3,1,At Risk
3764,24,90.0,1,2,Regular
3765,21,30.0,1,2,Regular
3766,52,14.0,2,3,Regular
3767,59,365.0,2,1,At Risk
3768,51,14.0,2,3,Regular
3769,35,90.0,1,2,Regular
3770,87,365.0,3,1,At Risk
3771,42,7.0,1,3,Regular
3772,86,14.0,3,3,High Value
3773,26,365.0,1,1,At Risk
3774,60,90.0,2,2,Regular
3775,83,14.0,3,3,High Value
3776,63,90.0,2,2,Regular
3777,25,14.0,1,3,Regular
3778,65,7.0,2,3,Regular
3779,60,365.0,2,1,At Risk
3780,75,365.0,3,1,At Risk
3781,57,90.0,2,2,Regular
3782,99,14.0,3,3,High Value
3783,45,14.0,1,3,Regular
3784,66,14.0,2,3,Regular
3785,53,365.0,2,1,At Risk
3786,94,30.0,3,2,Regular
3787,47,7.0,2,3,Regular
3788,80,90.0,3,2,Regular
3789,65,30.0,2,2,Regular
3790,75,90.0,3,2,Regular
3791,45,7.0,1,3,Regular
3792,51,7.0,2,3,Regular
3793,58,14.0,2,3,Regular
3794,20,365.0,1,1,At Risk
3795,82,7.0,3,3,High Value
3796,92,7.0,3,3,High Value
3797,81,90.0,3,2,Regular
3798,44,90.0,1,2,Regular
3799,72,365.0,2,1,At Risk
3800,26,30.0,1,2,Regular
3801,26,14.0,1,3,Regular
3802,84,14.0,3,3,High Value
3803,72,30.0,2,2,Regular
3804,55,7.0,2,3,Regular
3805,77,365.0,3,1,At Risk
3806,57,90.0,2,2,Regular
3807,71,7.0,2,3,Regular
3808,39,365.0,1,1,At Risk
3809,28,14.0,1,3,Regular
3810,33,365.0,1,1,At Risk
3811,79,30.0,3,2,Regular
3812,30,30.0,1,2,Regular
3813,75,90.0,3,2,Regular
3814,89,14.0,3,3,High Value
3815,95,90.0,3,2,Regular
3816,44,14.0,1,3,Regular
3817,86,14.0,3,3,High Value
3818,91,365.0,3,1,At Risk
3819,41,30.0,1,2,Regular
3820,99,90.0,3,2,Regular
3821,65,90.0,2,2,Regular
3822,48,90.0,2,2,Regular
3823,41,90.0,1,2,Regular
3824,42,7.0,1,3,Regular
3825,26,90.0,1,2,Regular
3826,35,14.0,1,3,Regular
3827,31,365.0,1,1,At Risk
3828,73,14.0,2,3,Regular
3829,82,7.0,3,3,High Value
3830,32,14.0,1,3,Regular
3831,27,90.0,1,2,Regular
3832,86,90.0,3,2,Regular
3833,38,7.0,1,3,Regular
3834,93,90.0,3,2,Regular
3835,59,90.0,2,2,Regular
3836,58,14.0,2,3,Regular
3837,84,14.0,3,3,High Value
3838,100,14.0,3,3,High Value
3839,25,90.0,1,2,Regular
3840,29,90.0,1,2,Regular
3841,42,14.0,1,3,Regular
3842,57,30.0,2,2,Regular
3843,84,30.0,3,2,Regular
3844,71,90.0,2,2,Regular
3845,87,90.0,3,2,Regular
3846,52,365.0,2,1,At Risk
3847,58,90.0,2,2,Regular
3848,34,14.0,1,3,Regular
3849,60,90.0,2,2,Regular
3850,68,14.0,2,3,Regular
3851,74,90.0,3,2,Regular
3852,83,365.0,3,1,At Risk
3853,79,7.0,3,3,High Value
3854,76,14.0,3,3,High Value
3855,20,365.0,1,1,At Risk
3856,61,90.0,2,2,Regular
3857,78,90.0,3,2,Regular
3858,21,90.0,1,2,Regular
3859,77,90.0,3,2,Regular
3860,88,14.0,3,3,High Value
3861,64,365.0,2,1,At Risk
3862,57,30.0,2,2,Regular
3863,49,30.0,2,2,Regular
3864,35,14.0,1,3,Regular
3865,99,14.0,3,3,High Value
3866,42,90.0,1,2,Regular
3867,32,14.0,1,3,Regular
3868,21,30.0,1,2,Regular
3869,29,365.0,1,1,At Risk
3870,64,365.0,2,1,At Risk
3871,46,90.0,2,2,Regular
3872,97,90.0,3,2,Regular
3873,94,30.0,3,2,Regular
3874,43,7.0,1,3,Regular
3875,54,14.0,2,3,Regular
3876,51,365.0,2,1,At Risk
3877,85,365.0,3,1,At Risk
3878,96,30.0,3,2,Regular
3879,42,365.0,1,1,At Risk
3880,63,90.0,2,2,Regular
3881,20,30.0,1,2,Regular
3882,25,7.0,1,3,Regular
3883,95,14.0,3,3,High Value
3884,38,14.0,1,3,Regular
3885,29,7.0,1,3,Regular
3886,64,90.0,2,2,Regular
3887,92,90.0,3,2,Regular
3888,34,90.0,1,2,Regular
3889,69,14.0,2,3,Regular
3890,65,365.0,2,1,At Risk
3891,81,365.0,3,1,At Risk
3892,30,90.0,1,2,Regular
3893,86,14.0,3,3,High Value
3894,64,14.0,2,3,Regular
3895,78,90.0,3,2,Regular
3896,28,7.0,1,3,Regular
3897,49,14.0,2,3,Regular
3898,33,90.0,1,2,Regular
3899,77,7.0,3,3,High Value
3900,81,90.0,3,2,Regular
